asin,title,brand,price_eur,rating,reviews,cpu,ram_gb,storage_gb,gpu,screen_size_inch,resolution,os,keyboard,product_url,search_page,gaming,touchscreen
B0DS5N6MWW,"ASUS Vivobook 18 M1807HA Laptop | 18"" WUXGA 16:10 IPS Display | AMD Ryzen 7 260 | 16GB RAM | 1TB SSD | AMD Radeon 780M | Win11 Home | QWERTZ | Quiet Blue (AC Adapter Sold Separately)",ASUS,772.5,4.5,67.0,AMD Ryzen 7 260,16.0,1024.0,AMD Radeon 780M,18.0,1920x1200,Windows 11 Home,QWERTZ,https://www.amazon.de/ASUS-Vivobook-M1807HA-Laptop-WUXGA/dp/B0DS5N6MWW/ref=sr_1_21?dib=eyJ2IjoiMSJ9.I87OHyMxwn8YpkQsfSIh9bvscVJu5iFqyj1fNuDANOaiaw05xizUqcnjL3poIc5DdowHxvt4w_brm29jI5jHW3N8BVOD_hcjqjLbmv2coQI_q6qRuAGH8Kirx6zc_vOJu2c956kh39FNNh8BBJ-Uf9gW_ljNA3u9AAHTdiGC7dPrf_FWvs1Vmlbb66EOnBKpoI-cOx7v-soqWBWyXDfSI3jDGJgwdJ3NN3_MkTkNq3Y.Pha0FVOGYY7fMyxacS7cegnKkVRfVrPVwc74uyLMs9I&dib_tag=se&keywords=laptop&qid=1788690457&sr=8-21,1.0,0,0
B0GWS2GH32,"Lenovo Yoga Slim 7 | Laptop | Ryzen AI 5 | 16GB | 512GB | Ohne Netzteil | CoPilot+PC | 14"" WUXGA Display | OLED | AMD Ryzen AI 5 330 | 16GB RAM| 1TB SSD| AMD Radeon 820M| QWERTZ|Windows 11|Tidal Teal",Lenovo,927.17,1.0,1.0,AMD Ryzen AI 5,16.0,1024.0,AMD Radeon 820M,14.0,1920x1200,Windows 11 Home,QWERTZ,https://www.amazon.de/Lenovo-Laptop-Ryzen-512GB-Netzteil/dp/B0GWS2GH32/ref=sr_1_22?dib=eyJ2IjoiMSJ9.I87OHyMxwn8YpkQsfSIh9bvscVJu5iFqyj1fNuDANOaiaw05xizUqcnjL3poIc5DdowHxvt4w_brm29jI5jHW3N8BVOD_hcjqjLbmv2coQI_q6qRuAGH8Kirx6zc_vOJu2c956kh39FNNh8BBJ-Uf9gW_ljNA3u9AAHTdiGC7dPrf_FWvs1Vmlbb66EOnBKpoI-cOx7v-soqWBWyXDfSI3jDGJgwdJ3NN3_MkTkNq3Y.Pha0FVOGYY7fMyxacS7cegnKkVRfVrPVwc74uyLMs9I&dib_tag=se&keywords=laptop&qid=1788690457&sr=8-22,1.0,0,1
B0F5Z4GKZ8,Lenovo LOQ | Laptop | i7 | 16GB | 512GB | RTX 5070 | 17.3 FHD Display |165Hz | Intel i7-14700HX | 16GB RAM | 512GB SSD | NVIDIA RTX 5070 | RGB Tastatur |QWERTZ |Ohne Windows|Grau,Lenovo,1545.86,3.7,62.0,Intel Core i7-14700HX,16.0,512.0,NVIDIA GeForce RTX 5070,17.3,1920x1080,Windows 11,QWERTZ,https://www.amazon.de/Lenovo-Laptop-16GB-512GB-5070/dp/B0F5Z4GKZ8/ref=sr_1_17?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-17&xpid=sLKVI6PriDQ7N,2.0,1,0
B0GSTYMGQ1,"15.6 Zoll Laptop 16GB RAM 512GB ROM, AI-Unterstützung, AMD R5 (übertrifft i5-13420H, bis zu 3.6GHz), FHD Display Notebook, WiFi 6 USB 3.0, Full-Function Type-C",Liuord,326.52,4.5,17.0,Intel Core 5,16.0,512.0,AMD Radeon 660M,15.6,1920x1080,Windows 11,QWERTZ,https://www.amazon.de/Liuord-AI-Unterst%C3%BCtzung-%C3%BCbertrifft-i5-13420H-Full-Function/dp/B0GSTYMGQ1/ref=sr_1_18?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-18&xpid=sLKVI6PriDQ7N,2.0,1,0
B0H4GGW6M1,"15.6 Zoll Laptop, 16GB RAM 512GB SSD, AI-Unterstützung | AMD R5 (bis zu 3.6GHz), FHD Display Notebook, WiFi 6, Vollfunktions Type-C Ideal für Studium, Homeoffice und Business",MELIUNA,326.52,5.0,3.0,AMD Ryzen AI 5,16.0,512.0,Unknown,15.6,1920x1080,Windows 11,QWERTZ,https://www.amazon.de/MELIUNA-15-6-Laptop-512GB-AI-Unterst%C3%BCtzung/dp/B0H4GGW6M1/ref=sr_1_19?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-19&xpid=sLKVI6PriDQ7N,2.0,1,1
B0DD3SWKRK,Laptop 14 Zoll Win 11 Notebook 6GB RAM 256GB SSD Celeron N4020 | SSD Unterstützung 1TB Celeron N4020 (bis2.8GHz) 5000mAh 1920x1080p WiFi Deutscher Tastaturschutz und kabellose Maus-Grey,NOTODD,171.85,4.0,62.0,Intel Celeron N4500,6.0,256.0,Intel UHD Graphics,14.0,1920x1080,Windows 11 Pro,QWERTZ,https://www.amazon.de/Laptop-Notebook-256GB-Celeron-N4020/dp/B0DD3SWKRK/ref=sr_1_20?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-20&xpid=sLKVI6PriDQ7N,2.0,1,1
B09MDGXHMF,"HP Stream Laptop | 11,6"" HD Display | Intel Celeron N4120 | 4GB DDR4 RAM | 64GB eMMC | Intel Grafik | Windows 11 S-Mode | QWERTZ Tastatur | Weiß | inkl. Microsoft Office 365 Single",HP,299.89,4.0,994.0,Intel Celeron N4120,4.0,128.0,Intel UHD Graphics,11.6,1920x1080,Windows 11 S,QWERTZ,https://www.amazon.de/HP-Display-Celeron-Tastatur-Microsoft/dp/B09MDGXHMF/ref=sr_1_21?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-21&xpid=sLKVI6PriDQ7N,2.0,1,1
B0H4GJKMDK,"Lenovo ThinkPad X13 Gen 1 Business Laptop, 13,3"" FHD (1920 x 1080), Intel Core i7-10510U, 8 GB RAM, 512 GB SSD, US QWERTY Tastatur, Windows 11 Pro (Generalüberholt)",Amazon Renewed,188.18,5.0,1.0,Intel Core i7-10510U,8.0,512.0,Intel UHD Graphics,13.3,1920x1080,Windows 11,QWERTZ,https://www.amazon.de/Lenovo-ThinkPad-X13-Gen-General%C3%BCberholt/dp/B0H4GJKMDK/ref=sr_1_22?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-22&xpid=sLKVI6PriDQ7N,2.0,1,1
B09BJQLYKM,"ASUS Chromebook CX14 CX1405CTA-NK0438 | Laptop | N150 | 4GB | 128GB | 14"" FHD | Intel N150 | Intel UHD | 4GB RAM | 128GB eMMC | ChromeOS | QWERTZ | ohne Netzteil",ASUS,239.74,4.3,75.0,Intel Core 3-N355,4.0,128.0,Intel UHD Graphics,17.3,1920x1080,Chrome OS,QWERTZ,https://www.amazon.de/ASUS-Chromebook-CX14-CX1405CTA-Laptop/dp/B09BJQLYKM/ref=sr_1_23?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-23&xpid=sLKVI6PriDQ7N,2.0,1,1
B0CGLQJSXJ,"Lenovo Chromebook IdeaPad Slim 3 | 14"" Full HD Display | Mediatek MT8186 | 4GB RAM | 64GB SSD | ARM Mali-G52 Grafik | Chrome OS | QWERTZ | blau",Lenovo,133.89,4.4,978.0,Intel Celeron N4500,4.0,256.0,ARM Mali-G52,14.0,1920x1080,Chrome OS,QWERTZ,https://www.amazon.de/Lenovo-Chromebook-MediaTek-Kompanio-Mali-G52/dp/B0CGLQJSXJ/ref=sr_1_24?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-24&xpid=sLKVI6PriDQ7N,2.0,1,1
B0GR1Q73PS,"Apple MacBook Pro Laptop mit M5 Pro Chip mit 18-Core CPU und 20-Core GPU: Entwickelt für KI, 16,2"" Liquid Retina XDR Display, 24 GB gemeinsamer Arbeitsspeicher, 1 TB SSD, WLAN 7; Silber",Apple,2920.73,4.7,57.0,Apple M5 Pro,24.0,1024.0,20-core GPU,16.2,3456x2234,MACOS,Unknown,https://www.amazon.de/Apple-MacBook-Laptop-18-Core-20-Core/dp/B0GR1Q73PS/ref=sr_1_25?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-25&xpid=sLKVI6PriDQ7N,2.0,0,0
B0GY7XKC2D,"Dell Latitude 5420 Business-Laptop, 14 Zoll (35,6 cm) FHD, Intel Core i7-1185G7, 16 GB RAM, 512 GB SSD, amerikanische QWERTY-Tastatur, Windows 11 Pro (Reacondicionado)",Amazon Renewed,262.94,5.0,0.0,Intel Core i7-1185G7,16.0,512.0,Intel UHD Graphics,14.0,1920x1080,Windows 11 Pro,QWERTZ,https://www.amazon.de/Dell-Latitude-5420-Business-Laptop-QWERTY-Tastatur/dp/B0GY7XKC2D/ref=sr_1_26?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-26&xpid=sLKVI6PriDQ7N,2.0,1,0
B0GHZ5GYP4,"Dell 15 Laptop - Intel i5 1334U, 16GB DDR5, 512GB SSD | 15,6 Zoll FHD entspiegeltes Display, Windows 11 Home, Intel UHD Grafik, Deutsch QWERTZ Tastatur",Dell,549.09,4.4,32.0,Intel Core i5-1334U,16.0,512.0,Intel UHD Graphics,15.6,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/Dell-Laptop-DC15250-Intel-Windows/dp/B0GHZ5GYP4/ref=sr_1_28?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-28&xpid=sLKVI6PriDQ7N,2.0,0,0
B096Y59Z7R,"MSI Cyborg 15, Gaming-Laptop, 15,6 Zoll Full-HD 144 Hz Display, Intel Core 7 240H, NVIDIA GeForce RTX 5060, 16 GB DDR5, 1 TB SSD, Windows 11 Home, QWERTZ Tastatur, Schwarz, B2RWFKG-068",MSI,978.17,4.4,35.0,Intel Core 7,16.0,1024.0,NVIDIA GeForce RTX 5060,15.6,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/MSI-Gaming-Laptop-Full-HD-Tastatur-B2RWFKG-068/dp/B096Y59Z7R/ref=sr_1_29?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-29&xpid=sLKVI6PriDQ7N,2.0,1,0
B0H1427K3T,"2026 Laptop Computer Notebook QWERTY mit Deutscher Tastaturfolie,15.6"" IPS FHD Display,8GB RAM 256GB SSD,Celeron N5100,WiFi5,BT5.0,USB3.0,Beleuchtete Tastatur,Fingerprint für Büro & Studenten,Silber",Molegar,300.74,3.9,206.0,Intel Core i5-10210U,8.0,256.0,Intel UHD Graphics,15.6,1920x1080,Windows 11 Pro,QWERTY,https://www.amazon.de/Deutscher-Tastaturfolie-Beleuchtete-Fingerprint-Studenten/dp/B0H1427K3T/ref=sr_1_30?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-30&xpid=sLKVI6PriDQ7N,2.0,1,1
B0H5JKDB98,"jumper 2026 Gaming Laptop 17,6 Zoll IPS 1920X1200, 16GB DDR4 RAM 512GB SSD, AMD R5 3500U(bis zu 3,7GHz), Leuchtende Tastatur, Leichte Business und Studenten Notebook, Vollfunktionale Typ-C/HDMI/WiFi6",jumper,807.72,4.3,37.0,AMD Ryzen 5 3500U,16.0,512.0,AMD Radeon RX Vega,17.6,1920x1200,Windows 11,QWERTY,https://www.amazon.de/jumper-1920X1200-Leuchtende-Studenten-Vollfunktionale/dp/B0H5JKDB98/ref=sr_1_31?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-31&xpid=sLKVI6PriDQ7N,2.0,1,0
B0FW5LZYTG,"Acer Aspire 17 | Laptop | Intel Core 7 | 16GB | 512GB | mit Netzteil | 17"" FHD IPS Display | Intel Core 7 150U | 16GB RAM | 512GB SSD | Intel Grafik | Windows 11 | QWERTZ Tastatur | A17-51M-77PV",Acer,712.35,4.6,171.0,Intel Core 7 150U,16.0,512.0,AMD Radeon 780M,17.3,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/Acer-Aspire-Laptop-Intel-Netzteil/dp/B0FW5LZYTG/ref=sr_1_32?dib=eyJ2IjoiMSJ9.uJcyhGiBwQX2LxTRXh-NIG6qoDHO84ybIak-OdWN9NpTUwuXtSYzh0Ev8kk_8OD6ps8qqySIlvenipfOsYQwaiyVer4s3WBpb1NkBS8bT8jhlPkcsW14Rqk8-AFlNaTokdPTXGgrOIk83pYYQi-lubGQ_lciMevC8Pkoo53LqY35jMgJMUjyZmvKyF2uGd9XeOcroh84rAKMz87V4W9kzAWgNyjz309lTtmfMIaFIdw.a93JaaIGogVrw8plmQl561RlWRPeXpDcRYTKd34AmRA&dib_tag=se&keywords=laptop&qid=1788690574&sr=8-32&xpid=sLKVI6PriDQ7N,2.0,1,1
B0FXMWTDVP,"Acer Aspire 17 | Laptop | Intel Core 5 | 32GB | 1TB | mit Netzteil | 17"" FHD IPS Display | Intel Core 5 120U | 32GB RAM | 1TB GB SSD | Intel Grafik | Windows 11 | QWERTZ Tastatur | A17-51M-52TS",Acer,755.32,4.5,104.0,Intel Core 5,32.0,1024.0,Intel Graphics,17.3,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/Acer-Aspire-Laptop-Intel-Netzteil/dp/B0FXMWTDVP/ref=sr_1_33?dib=eyJ2IjoiMSJ9.fBMPCylFxBaFdID6CRwnK00iwdcm6e1N1mUJKY5lidSKsPtVKMPdauu9mdylUsBtCs9sBpwYboJXaOQ1G6-KSr2KY_EBySjwxEidUyoaNRTuSz04U4F_xJN2JnFaRWQBp7qJOGH53LY5LbyAIE5m-nJfLkQg1ZnW5w-c_SgnzLMZtQFI-6E_rV7lLq6pmprgJkjBOevIGTfPqklD8CANMp0CUPLoLqaZ8DeGF95WeCc.8EFcABQgiKj4xOXLgM9GWgVYncTEugcOMbGP4WQtRrY&dib_tag=se&keywords=laptop&qid=1788690701&sr=8-33&xpid=sLKVI6PriDQ7N,3.0,1,0
B0H8Y5PQCT,"Auusda Laptop 15,6 Zoll Notebook, 16 GB RAM, 512 GB SSD, Prozessor N5100(Beats N4120/5205U CPU), Fingerabdrucksensor, BT5.0, Wifi5, Privacy-Kameraabdeckung, leichtes Notebook für Schule & Büro",Auusda,317.94,4.2,15.0,Intel Core i5-8265U,16.0,512.0,NVIDIA GeForce RTX 5060,15.6,1920x1080,Windows 11,QWERTY,https://www.amazon.de/Auusda-Notebook-Prozessor-Fingerabdrucksensor-Privacy-Kameraabdeckung/dp/B0H8Y5PQCT/ref=sr_1_34?dib=eyJ2IjoiMSJ9.fBMPCylFxBaFdID6CRwnK00iwdcm6e1N1mUJKY5lidSKsPtVKMPdauu9mdylUsBtCs9sBpwYboJXaOQ1G6-KSr2KY_EBySjwxEidUyoaNRTuSz04U4F_xJN2JnFaRWQBp7qJOGH53LY5LbyAIE5m-nJfLkQg1ZnW5w-c_SgnzLMZtQFI-6E_rV7lLq6pmprgJkjBOevIGTfPqklD8CANMp0CUPLoLqaZ8DeGF95WeCc.8EFcABQgiKj4xOXLgM9GWgVYncTEugcOMbGP4WQtRrY&dib_tag=se&keywords=laptop&qid=1788690701&sr=8-34&xpid=sLKVI6PriDQ7N,3.0,1,1
B0DVM1KDW8,"Asus Chromebook CX1405CKA#B0DVM1KDW8, Display 14"" FHD, Anti-Glare, Prozessor Intel Celeron N4500, RAM 4GB, 64G eMMC, ChromeOS, Blau",ASUS,265.52,4.1,180.0,Intel Celeron N4500,4.0,256.0,Intel UHD Graphics,14.0,1920x1080,Chrome OS,QWERTY,https://www.amazon.de/Chromebook-CX1405CKA-B0DVM1KDW8-Anti-Glare-Prozessor/dp/B0DVM1KDW8/ref=sr_1_35?dib=eyJ2IjoiMSJ9.fBMPCylFxBaFdID6CRwnK00iwdcm6e1N1mUJKY5lidSKsPtVKMPdauu9mdylUsBtCs9sBpwYboJXaOQ1G6-KSr2KY_EBySjwxEidUyoaNRTuSz04U4F_xJN2JnFaRWQBp7qJOGH53LY5LbyAIE5m-nJfLkQg1ZnW5w-c_SgnzLMZtQFI-6E_rV7lLq6pmprgJkjBOevIGTfPqklD8CANMp0CUPLoLqaZ8DeGF95WeCc.8EFcABQgiKj4xOXLgM9GWgVYncTEugcOMbGP4WQtRrY&dib_tag=se&keywords=laptop&qid=1788690701&sr=8-35&xpid=sLKVI6PriDQ7N,3.0,1,1
B0GT65GL58,"Samsung Galaxy Book4 Edge AI-Laptop, 15,6-Zoll-Display, 16GB RAM, Snapdragon X Plus Prozessor, Notebook 512GB Speicher, Copilot+ PC, Sapphire Blue, 3 Jahre Herstellergarantie [Exklusiv bei Amazon]",Samsung,831.79,4.2,11.0,Intel Core Ultra 5,16.0,512.0,NVIDIA GeForce RTX 4050,15.6,1920x1080,Windows 11 Home,QWERTZ,https://www.amazon.de/Samsung-AI-Laptop-6-Zoll-Display-Snapdragon-Herstellergarantie/dp/B0GT65GL58/ref=sr_1_36?dib=eyJ2IjoiMSJ9.fBMPCylFxBaFdID6CRwnK00iwdcm6e1N1mUJKY5lidSKsPtVKMPdauu9mdylUsBtCs9sBpwYboJXaOQ1G6-KSr2KY_EBySjwxEidUyoaNRTuSz04U4F_xJN2JnFaRWQBp7qJOGH53LY5LbyAIE5m-nJfLkQg1ZnW5w-c_SgnzLMZtQFI-6E_rV7lLq6pmprgJkjBOevIGTfPqklD8CANMp0CUPLoLqaZ8DeGF95WeCc.8EFcABQgiKj4xOXLgM9GWgVYncTEugcOMbGP4WQtRrY&dib_tag=se&keywords=laptop&qid=1788690701&sr=8-36&xpid=sLKVI6PriDQ7N,3.0,1,1
B0FFH8H1QM,"Acer Nitro V17 AI | Gaming Laptop | Ryzen 7 | RTX 5060 | 16GB | 1TB | 17"" FHD 144Hz Display| AMD Ryzen 7 260 | NVIDIA RTX 5060 | 16GB RAM| 1TB | Windows 11| QWERTZ Tastatur | ANV17-41-R0BS",Acer,1027.93,4.3,49.0,AMD Ryzen 7 260,16.0,1000.0,NVIDIA GeForce RTX 5060,17.3,1920x1080,Windows 11,QWERTZ,https://www.amazon.de/Acer-Nitro-Gaming-Laptop-Ryzen/dp/B0FFH8H1QM/ref=sr_1_37?dib=eyJ2IjoiMSJ9.fBMPCylFxBaFdID6CRwnK00iwdcm6e1N1mUJKY5lidSKsPtVKMPdauu9mdylUsBtCs9sBpwYboJXaOQ1G6-KSr2KY_EBySjwxEidUyoaNRTuSz04U4F_xJN2JnFaRWQBp7qJOGH53LY5LbyAIE5m-nJfLkQg1ZnW5w-c_SgnzLMZtQFI-6E_rV7lLq6pmprgJkjBOevIGTfPqklD8CANMp0CUPLoLqaZ8DeGF95WeCc.8EFcABQgiKj4xOXLgM9GWgVYncTEugcOMbGP4WQtRrY&dib_tag=se&keywords=laptop&qid=1788690701&sr=8-37&xpid=sLKVI6PriDQ7N,3.0,1,0
B0H98LRXVJ,"Kayoote 2026 15,6"" Laptop Win 11 Pro, 8GB RAM 256GB SSD, 1080P FHD Display, 3855U Prozessor, Beleuchtete Tastatur, Fingerabdruck, USB3.0, 5000mAh Batterie, Tragbarer Computer für Büro und Schule",Kayoote,164.12,1.5,2.0,Intel Core i3-8145U,8.0,256.0,Intel UHD Graphics,15.6,1920x1080,Windows 11 Pro,QWERTZ,https://www.amazon.de/Kayoote-Prozessor-Beleuchtete-Fingerabdruck-Tragbarer/dp/B0H98LRXVJ/ref=sr_1_38?dib=eyJ2IjoiMSJ9.fBMPCylFxBaFdID6CRwnK00iwdcm6e1N1mUJKY5lidSKsPtVKMPdauu9mdylUsBtCs9sBpwYboJXaOQ1G6-KSr2KY_EBySjwxEidUyoaNRTuSz04U4F_xJN2JnFaRWQBp7qJOGH53LY5LbyAIE5m-nJfLkQg1ZnW5w-c_SgnzLMZtQFI-6E_rV7lLq6pmprgJkjBOevIGTfPqklD8CANMp0CUPLoLqaZ8DeGF95WeCc.8EFcABQgiKj4xOXLgM9GWgVYncTEugcOMbGP4WQtRrY&dib_tag=se&keywords=laptop&qid=1788690701&sr=8-38&xpid=sLKVI6PriDQ7N,3.0,1,0
